0,1,2,3,4
-0.3955876874983985,0.671817941800768,-0.18126310544646662,-0.21611910469277762,-0.08249579998571833
-0.3700414347740571,0.5920799967977327,0.2350815051400246,0.06190433696768773,-1.152457225330377
1.57047299124132,0.5920799967977327,0.5993473335513695,-0.11486885060036182,0.42569122090001693
-0.6104922464990429,0.11365232677952027,0.6488493766944755,0.9500806108078769,0.3113714692772153
-0.17251886216317075,0.5920799967977327,0.2244147480159021,-0.27254166008101616,-0.587110328633241
1.2384243785109126,-1.0026789032629753,0.3519078610494349,-0.27646772993992935,1.0464117472894474
0.3032208380559027,1.2299835568220159,-0.0646291168556535,-0.24432620832708304,-0.671063896231236
-1.3699270336733789,-0.12556150822958592,-0.4700341276957146,0.17331173153693322,0.3104783462176622
-0.5410696463120699,-1.3216306832751168,-0.002257768249140337,-0.06285069497991151,-0.2387923354075174
-1.0277652652252938,1.3097215018250512,-0.20456483488308727,-0.34374873533034395,-1.067610534672829
0.5004273745506115,0.35286616178862645,0.09761730438090482,-0.10124292750165088,-0.2727310116705366
0.10675171916560763,-1.7203204082902939,6.25821819506711,5.375262993118376,-1.0497480734817664
1.0171464245006905,0.5920799967977327,0.1416369726932762,-0.18353281601935656,-0.8023529859855472
-1.192630772497847,0.8312938318068389,-0.5853215554179475,-0.2070507491292262,-0.4629662233553549
0.18286375047833578,-1.3216306832751168,-0.5655776372321775,0.015231294404048586,-0.18252558265566973
-0.5374879036620591,0.9907697218129097,-0.45609503208490404,-0.07672220314536499,-0.23343359705019856
-0.9674550397214365,0.5920799967977327,-0.713248848484709,-0.0710065850651513,2.823726635800191
1.9137408860960257,0.35286616178862645,0.5136037261918304,-0.10116475718862948,1.1375102993638675
-0.8527866022350634,0.35286616178862645,-0.3579462043338714,-0.19171405445225806,-0.32810464136283113
-0.906196705869047,-0.045823563226550526,-0.15026913117564372,-0.05536008057056675,-0.6505220658615137
0.0375398097227532,0.5123420517946973,0.13411925820654705,-0.10813708928477414,0.4578436510439299
0.76379080469846,-0.44451328824172753,0.5285465724745657,-0.08865170016765518,-0.21110552056137014
1.1466685594474022,0.7515558868038035,-0.11566786107751362,0.20098539032701285,-1.2319451776306063
-0.9868912608663478,1.3894594468280868,-0.43090636802879373,-0.12828594729142986,0.08094571991250583
-0.6948212168323838,0.4326041067916619,-0.3526398534615749,-0.17317774762582785,0.91333641141603
1.174374392298956,-0.20529945323262133,0.42093339994451995,-0.12482774634815501,-0.5737134827399439
-0.7778333700149856,0.7515558868038035,-0.3869603512808695,-0.1680280496344223,-0.3584708253876378
-0.8557362726527192,-1.0824168482660108,0.7264362459114255,0.7359672426350051,-0.4647524694744612
1.118172636305405,0.4326041067916619,0.021288419688257086,-0.04745902153605245,-0.29773845733802445
-0.09672286696662001,-1.1621547932690461,0.7075283934688966,0.44992203258593405,-0.7139338030897866
0.06677315046916432,0.4326041067916619,0.22955930407559938,-0.037007402515543845,0.10952565781820624
-0.02556206814067136,0.9110317768098742,0.20055872554395848,0.12290636589423504,-0.22628861257377347
-0.6592671537624244,1.5489353368341574,0.3031847103799071,0.5247901956713241,-0.918458983727455
-1.0885495449034173,-0.2850373982356567,0.04826911010133816,0.15050809682980631,-0.6022934206456444
-0.8814932161211789,-0.12556150822958592,-0.5883153051322753,-0.07583580801777999,-0.30577656487400273
